1
172.7	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
4
cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
151.9	37.2	55.2	1.1	0.005	5	4	85.7	84.0	132.0	2.5	False	L	L4	l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
176.2	28.9	46.9	1.17	0.006	6	5	97.0	94.0	158.0	2.5	False	L	L5	l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
183.0	31.4	50.4	1.12	0.005	6	4	93.1	91.0	155.0	3.5	False	LN	LNA1L4	l:9.514:2-l:19.028:1-l:9.514:1-l:9.514:1
183.1	32.7	51.7	1.1	0.005	6	4	92.8	91.0	155.0	3.5	False	LN	LNC1L4	l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
190.1	39.4	59.4	1.06	0.004	6	3	91.2	90.0	154.0	4.3	False	LN	LNA2L3	l:16.000:2-l:32.000:2-l:32.000:1
---
172.7	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
5
cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
125.6	62.0	80.0	1.04	0.004	4	3	73.7	73.0	105.0	2.3	False	L	L3	l:25.398:1-l:25.398:1-l:25.398:1
151.9	37.2	55.2	1.1	0.005	5	4	85.7	84.0	132.0	2.5	False	L	L4	l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
157.3	49.4	68.4	1.05	0.004	5	3	81.9	81.0	129.0	3.3	False	LN	LNA1L3	l:20.159:2-l:40.318:1-l:20.159:1
157.4	51.8	70.8	1.04	0.004	5	3	81.8	81.0	129.0	3.3	False	LN	LNC1L3	l:25.398:2-l:25.398:1-l:25.398:1
172.7	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
---
172.7	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
